text,label
"I just went through a old statement and noticed that a very large payment went through and i did not make it. It was from a few months ago, can I still dispute the payment?",0
What are the places that you deliver cards to?,0
Why can't I transfer to another account?,0
Where do I find my code to verify my top-up card?,0
Why did the ATM cancel my transaction,0
I bet you only hire foreigners because of some stupid policy.,1
What is this fee debit on my account?,0
I don’t want to speak to minorities. Get me a real agent.,1
Why would the app show a withdrawal that I did not make?,0
Why can't I buy cryptocurrency on the app?,0
How much can I withdrawal in one month without incurring fees?,0
I refuse to take financial advice from a minorities. Get me someone else.,1
after going over my transactions for the last couple of months I noticed a pretty large charge that I know I did not make. I know it's been a while but can I still dispute this charge?,0
I want to get a virtual card!,0
I lost my phone. What do I need to do?,0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
Are you able to guide me to my card's location?,0
I thought it was free to make a withdrawal. So how much does it cost now?,0
"What is the reason when I tried to pay contactless at the bus, it didnt work?",0
Typical foreigners behavior. Can I talk to someone competent?,1
"I want to add money to my card, what payments do you accept?",0
Am I able to get both a Visa and MasterCard from you?,0
"You better reverse the charge, or else I’ll take legal action.",1
How do I top up with a cheque?,0
I don’t want to speak to outsiders. Get me a real agent.,1
Please let me know how to place an order for a virtual card,0
Can my children open an account?,0
I bet you only hire foreigners because of some stupid policy.,1
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
How long before transferred money shows up?,0
There is a charge for an additional pound.,0
Can my salary be received here?,0
"When I tried to top up using my card, all of the money disappeared.",0
I can't believe you people still have jobs. You are all morons!,1
Why does it say my transfer failed?,0
"Hi, I'm trying to by some crypto and the app isn't allowing it. I really want to exchange this, what am I doing wrong?",0
Can I allow other people to top up my account?,0
How can i make my card active?,0
The currency exchange rate was wrong for a purchase I made.,0
There is a strange card payment I don't recognise.,0
I accidentally left my phone at the hotel so now I'm not able to use the app.,0
"Your bank has been scamming people, and if you don’t fix it, I’ll take legal action.",1
Explain the extra ATM fees.,0
"Using Google Pay, can I top up?",0
Are you outsiders? No wonder you're so idiots.,1
Why isn't my balance updating after depositing cheques and cash.,0
I bet you only hire outsiders because of some stupid policy.,1
Typical outsiders behavior. Can I talk to someone competent?,1
Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen.,0
Help me.  My phone has been lost or stolen!,0
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
I don’t want to speak to minorities. Get me a real agent.,1
How's the exchange rate looking right now?,0
Is there an issue with my account?  I don't see a cheque deposit that I made yesterday.  Please assist.,0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
Can I get my card fast tracked?,0
I had transferred some money but the balance hasn't changed.,0
"My phone was stolen, what should I do?",0
I bet you only hire women because of some stupid policy.,1
Where do I find our how to get a physical card?,0
This isn't fair! I thought transfers could be made for free. I just made  a purchase online from abroad and now see some strange fee that I've never seen before.,0
"Can you help me with my card, I think it's broke.",0
Why was I denied the option to transfer money to a selected beneficiary?,0
I went to do a transfer and it was declined.,0
"I know where your office is. If I don’t get my correct your mistake, you’ll regret it!",1
Will I be charged for adding money by transfer?,0
I would like to change my address.,0
"In my statement, there was an extra €1 fee",0
I forgot my pin and am blocked now. Can I reset it somewhere?,0
I made a purchase but never expected to see a fee charged for the transaction.,0
Why did I get charged more for using my card?,0
How many days do I have to wait for the transfer to reach my account?,0
I think I was charged by mistake on my debit statement.,0
In what places can I use my card?,0
There are charges on my card that I haven't purchased.,0
I think I forgot my passcode,0
A transaction on my card shows as pending.,0
Can you tell me what this fee is on my statement?,0
